Connect;ВСЬОГО;ТЯЖКІ ТА О.ТЯЖКІ;ВБИВСТВО;УМИСНЕ ТЯЖ ТІЛ УШКОДЖЕННЯ;ТЯЖ ТІЛ УШКОДЖ ЗІ СМЕРТ. НАСЛ.;ЗГВАЛТУВАННЯ;КРАДІЖКА;ГРАБІЖ;РОЗБІЙ;ВИМАГАННЯ;ШАХРАЙСТВО;ЗАВОЛОД Т/З;ХУЛІГАНСТВО
Киев УЛ. ЗОДЧИХ 50;7;0;0;0;0;0;5;0;0;0;2;0;0
Киев УЛ. ЗОДЧИХ 52;8;1;0;0;0;0;7;1;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 54;6;0;0;0;0;0;4;0;0;0;1;0;0
Киев УЛ. ЗОДЧИХ 56;6;1;0;0;0;0;2;0;0;1;3;0;0
Киев УЛ. ЗОДЧИХ 58;5;1;0;0;0;0;1;1;0;0;1;0;0
Киев УЛ. ЗОДЧИХ 60;4;0;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 62;9;0;0;0;0;0;4;2;0;0;2;0;1
Киев УЛ. ЗОДЧИХ 64;6;3;0;1;1;0;3;1;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 66;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 68;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 70;2;1;0;0;0;0;0;1;0;0;0;0;1
Киев УЛ. ЗОДЧИХ 72;7;0;0;0;0;0;5;0;0;0;2;0;0
Киев УЛ. ЗОДЧИХ 74;3;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗОДЧИХ 76;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 78;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗОДЧИХ 80;4;2;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. ЗОДЧИХ 97;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗОРЯНАЯ 6;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ИЛЬИЧА 11;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ИЛЬИЧА 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИЛЬИЧА 16;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ИЛЬИЧА 20;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИЛЬИЧА 7А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КИРОВА 17;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КИРОВА 31;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КИРОВА 36;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КИРОВА 43;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. КИРПЫ 2-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОВПАКА 2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОВПАКА 3;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. КОВПАКА 4;5;1;0;0;0;0;3;1;0;0;0;0;0
Киев УЛ. КОВПАКА 8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОНЕВА 7А;1;1;0;0;0;0;0;0;1;0;0;0;0
Киев УЛ. КОННЕВА 2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАЙНЯЯ 1;4;1;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. КРАЙНЯЯ 2;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КРАЙНЯЯ 3;13;1;0;0;0;0;6;1;0;0;1;0;0
Киев УЛ. КРУПСКОЙ ;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРУТАЯ 16;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КУПРИНА 7;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КУРСКАЯ 1;4;0;0;0;0;0;3;0;0;0;0;0;1
Киев УЛ. КУРСКАЯ 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 13;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 21;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 23;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 29;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 35;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЛЕНИНА 42;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЛЕНИНА 47;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЛЕНИНА 55;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 56;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 59;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 65;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 68;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЕНИНА 80;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЕСКОВА 1;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЛЕСКОВА 2;19;5;0;0;0;0;0;0;0;0;7;0;0
Киев УЛ. ЛЕСКОВА 3;10;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЛЕСКОВА 5;4;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЛЕСКОВА 6;4;3;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЛЕСКОВА 9;14;6;0;0;0;0;0;0;0;0;8;0;0
Киев УЛ. ЛЕСНАЯ 24;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕСНАЯ 28;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЕСНАЯ 30;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЕСНАЯ 80;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЕТНЯЯ 25;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛИПСКАЯ 7;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛУГОВАЯ 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛУГОВАЯ 2;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЛУГОВАЯ 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛУГОВАЯ 9;7;1;0;0;0;0;4;0;0;0;2;0;0
Киев УЛ. ЛУЗОВА 15;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЫСЕНКО 1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЫСЕНКО 2;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЛЫСЕНКО 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЫСЕНКО 5;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. МАЙСКАЯ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МЕДОВАЯ 1;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МЕДОВАЯ 2;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МЕДОВАЯ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МЕЖЕВАЯ 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МЕЖЕВАЯ 2;2;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. МЕЖЕВАЯ 3;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. МЕЖЕВАЯ 4;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. МИНИНА 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МИНСКАЯ 2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МИРА 19 В;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. НАУКИ 2/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. НЕВСКАЯ 7;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. НОВАЯ 119;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 1;4;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ОЗЕРНАЯ 2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 7;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЗЕРНАЯ 8;5;1;0;0;0;0;3;1;0;0;1;0;0
Киев УЛ. ОЗЕРНАЯ 9;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ОЛЬЖИЧА 2;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ОЛЬЖИЧА 3;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЛЬЖИЧА 4;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЛЬЖИЧА 6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЛЬЖИЧА 7;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ОЛЬЖИЧА 8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОЛЬЖИЧА 9;2;1;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ОСЕННЯЯ 1;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ОСЕННЯЯ 8;2;1;0;1;0;0;1;0;0;0;0;0;0
Киев УЛ. ОТДЫХА 10;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ОТДЫХА 11;19;2;0;0;0;0;9;1;0;0;2;0;0
Киев УЛ. ОТДЫХА 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ОТДЫХА 18;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПЕРОВА 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПЕРОВА 25;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ПЕРОВА 36;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ПЕРОВА 42;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ПЕТЛЮРИ 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПИРГОВА 2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПИЩАНА 42;2;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОБЕДИ 53;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 10;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 11;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 12;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ПОБЕДЫ 14;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ПОБЕДЫ 18;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 19;2;1;0;0;0;0;0;0;1;0;0;0;0
Киев УЛ. ПОБЕДЫ 20;4;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 21;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 22;3;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ПОБЕДЫ 27;5;2;0;0;0;0;1;0;0;0;4;0;0
Киев УЛ. ПОБЕДЫ 28;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 29;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 31;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 33;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 34;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 35;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 37;6;1;0;0;0;0;5;1;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 38;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 43;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 45;5;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 46;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 47;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 48;3;0;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 50;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 53;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 54;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 60;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 65;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 66;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 67;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ПОБЕДЫ 70;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 76;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ПОБЕДЫ 79;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 7А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 82;5;0;0;0;0;0;3;0;0;0;2;0;0
Киев УЛ. ПОБЕДЫ 84;4;0;0;0;0;0;1;2;0;0;0;0;0
Киев УЛ. ПОБЕДЫ 86;2;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ПОБЕДЫ 94;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОЛЕВАЯ 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОЛЕВАЯ 1;4;0;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ПОЛЕВАЯ 2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОЛЕВАЯ 5;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПРАВДЫ 42;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПРАВДЫ 94;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ПУЛЮЯ 1-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПУЛЮЯ 3-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПУЛЮЯ 5-А;4;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПУЛЮЯ 5-Б;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. РАБОЧАЯ 1;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. РИЖСКАЯ 1;13;1;0;0;0;0;7;0;0;0;2;0;0
Киев УЛ. РИЖСКАЯ 2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. РИЖСКАЯ 9;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. РУДЕНКА 6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. САДОВА 47;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 1;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 2;3;2;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. САДОВАЯ 3;7;4;0;0;0;0;5;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 4;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 5;4;3;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. САДОВАЯ 6;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 7;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 8;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. САДОВАЯ 9;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. СВЕТЛАЯ 1;2;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. СВЕТЛАЯ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СВОБОДЫ 2;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. СВЯЗИ 1-А;2;2;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. СЕВЕРНАЯ ;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. СЕМАШКО 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СЕМАШКО 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СЕМАШКО 7;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. СЕМАШКО 8;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. СЕМАШКО 9;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СЕМИРЕГ 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СЛИВОВА 1;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СОШЕНКО 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СОШЕНКО 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СОШЕНКО 2;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. СОШЕНКО 3;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СТЕПНА 15;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СУМСКАЯ 3;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. СУМСКАЯ 5;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ТАМПЕРЕ 0;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ТАМПЕРЕ 2;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТАМПЕРЕ 4;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ТАМПЕРЕ 5;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ТАМПЕРЕ 7;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТАМПЕРЕ 8;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 10;3;2;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 11;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ТУЛУЗЫ 12;1;1;0;1;0;0;0;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 13;4;1;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ТУЛУЗЫ 14;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 16;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ТУЛУЗЫ 18;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 20;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 22;1;1;0;0;0;0;0;0;0;0;0;1;0
Киев УЛ. ТУЛУЗЫ 26;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ТУЛУЗЫ 3Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. УШИЦКАЯ 2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРОЛОВА 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 12;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 15;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 20;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 23;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 25;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 36;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 39;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 40;4;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 42;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 46;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 53;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 59;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 64;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 69;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ФРУНЗЕ 82;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 86;5;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 89;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ФРУНЗЕ 99;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ХОРЕВАЯ 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХОРЕВАЯ 2;24;4;0;0;0;0;0;1;0;0;4;0;0
Киев УЛ. ХОРИВА 1А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЧАПАЕВА 3;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЧАПАЕВА 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧАПАЕВА 8;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЧЕХОВА 14;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЧЕХОВА 18;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЧЕШСКАЯ 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШАМРИЛА 4;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШИРОКАЯ 6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ШМЫ 35/37;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЩОРСА 27А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩОРСА 3-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩОРСА 32Б;4;0;0;0;0;0;2;0;0;0;1;1;0
Киев УЛ. ЩОРСА 32Г;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЩОРСА 36А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЩОРСА 36Б;3;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЩОРСА 7/9;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЭРНСТА 10;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЭРНСТА 11;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЭРНСТА 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЭРНСТА 16;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЮНОСТИ 14;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЯГОДНАЯ 2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЯКИРА 17А;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. ЯКИРА 2/6;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЯКУЦКАЯ 8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 28;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 32;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 34;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 35;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 48;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЯМСКАЯ 72;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЯРОВАЯ 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. БАУМАНА 9;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПЕР. МЕЖЕВОЙ 3;2;2;0;0;0;0;1;0;0;0;0;0;1
Киев ПЕР. МЕЖЕВОЙ 5;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПЕР. МЕЖЕВОЙ 7;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ПЕРОВА 36;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПЕР. ПОЛЕВОЙ 5;2;1;0;0;0;0;1;0;0;0;1;0;0
Киев ПЕР. ПОЛЕВОЙ 6;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. ПОЛЕВОЙ 7;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев ПЕР. РЯСНОЙ 17;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЕР. РЯСНОЙ 24;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПЛОЩ. НАУКИ 65;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев ПЛОЩ. ПОБЕДЫ 1;8;1;1;0;0;0;4;0;0;0;3;0;0
Киев ПЛОЩ. ПОБЕДЫ 2;5;0;0;0;0;0;2;0;0;0;3;0;0
Киев ПЛОЩ. ПОБЕДЫ 3;36;0;0;0;0;0;27;0;0;0;3;0;1
Киев ПЛОЩ. ФРУНЗЕ 1;4;0;0;0;0;0;4;0;0;0;0;0;0
Киев ПРОСП. МИРА 10;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МИРА 11;4;2;0;0;0;0;3;1;0;0;0;0;0
Киев ПРОСП. МИРА 12;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МИРА 13;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МИРА 14;3;0;0;0;0;0;3;0;0;0;0;0;0
